post_id,comment_id,text,author_name,created_time,likes_count
1206928638130628,Y29tbWVudDoxMjA2OTI4NjM4MTMwNjI4Xzc4ODY1MDM3MDcyODY1Mg==,Wen mnshuf l asme2??,,2025-10-13T11:28:28.000Z,0
1206928638130628,Y29tbWVudDoxMjA2OTI4NjM4MTMwNjI4XzY3MTU3ODkwODkzNzkwMQ==,وين منشوف النتائج؟,,2025-10-13T10:09:45.000Z,0
1206928638130628,Y29tbWVudDoxMjA2OTI4NjM4MTMwNjI4XzEzMDY4NjQxNTQ1MjA4MzA=,Ghinwa Fj,,2025-10-13T11:18:49.000Z,0
1204120265078132,,,,,0
1197812525708906,,,,,0
1176284361195056,Y29tbWVudDoxMTc2Mjg0MzYxMTk1MDU2XzE4OTc4MDQ1MTc3NTEwNzI=,فتحتو تسجيل للسنة الثالثة اثنين ثلاثاء اربعاء لكن فقط للرقم التسلسلي ٢٠٢٥ .. متى يبدأ التسجيل للباقي ؟,,2025-09-11T08:19:01.000Z,0
1176284361195056,Y29tbWVudDoxMTc2Mjg0MzYxMTk1MDU2Xzc4ODkyOTU1MzUxNzI2Mg==,طلاب السنة الثالثة من بعد الرقم التسلسلي ٢٠٢٥ ..ايمتى؟,,2025-09-11T08:17:53.000Z,0
1176284361195056,Y29tbWVudDoxMTc2Mjg0MzYxMTk1MDU2XzExNDgxNTc1OTczNzc1MTM=,انا طالب اول سنة في كلية العلوم في فرع الحدث بس ما عم بعرف كيف برنامجي في الصفوق,,2025-09-12T17:27:46.000Z,0
1173218691501623,Y29tbWVudDoxMTczMjE4NjkxNTAxNjIzXzY4ODIwMTIxMDk0ODQ2NA==,Agnès Sassine bifidik hek shi?,,2025-09-04T08:50:49.000Z,0
1173218691501623,Y29tbWVudDoxMTczMjE4NjkxNTAxNjIzXzc1NjQ3NTQzMDU4ODUwMw==,اذا ممكن هل يوجد تسجيل دكتوراة إدارة أعمال,,2025-09-04T09:16:00.000Z,0
1173218691501623,Y29tbWVudDoxMTczMjE4NjkxNTAxNjIzXzEzMDgyNTYzMjQwMjk3NTI=,انا مخلصة إجازة علم إجتماع في يكمل بجامعة الحدث,,2025-09-11T04:42:55.000Z,0
1173218691501623,Y29tbWVudDoxMTczMjE4NjkxNTAxNjIzXzE0OTc4NTE1NzQ4OTk3Mjk=,ممكن نعرف شو هني الإختصاصات اللي بتعادولها؟,,2025-09-04T16:21:10.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0Xzc1Mzc0NTU1NzQ2OTQyMQ==,Lebanese University is my favorite always ♥️,,2025-08-29T19:19:54.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzEzNDAwNDY4NDEwNDM3MzU=,Malak El Taki    so proud  of u hbb 😍,,2025-08-29T18:47:35.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzEwNjYwNzk3NDIzNDYzODk=,"بستحلي شوف شي مرّة اسم جورج او ريتا ، بس ""شكلن مش شاطرين""",,2025-08-31T08:36:36.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzEwODc5MTczODY3NjA3MjU=,"متل العاده جميع الناجحين من لون واحد 
وقال شو جامعه لبنانيه.",,2025-08-29T18:11:02.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzE4MDA1MTUyMTcyMDg0NDY=,احيانا لما نشوف اسماء مبينين من لون واحد بمكان أغلبية الطلاب فيه هني من هاللون ممكن يكون دليل انو ما في طائفية وستة وستة مكرر متل ما معودين بهالبلد. نحرم ناس بكونوا بيستاهلو اكتر بس لان مضطرين نمرق حدا من غير لون.,,2025-08-31T14:39:54.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzI5ODY0Mzk5NzE1NjExNDQ=,ل يلي عم يسألو ليش من طائفة وحدة شيلووو التعصب على جنب وفكرو ب عقل انو الجامعة اللبنانية الفرع الأول وين موجودة ومين الاغلبية الي الموجودة بالمنطقة بتعرفوا ليش من طائفة وحدة ونفس الشي رح يكون ب الفرع الثاني ب جل الديب,,2025-08-30T19:51:38.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzE0Nzg0MjEyMDY0MjcxNDY=,Nour Al Meselmene  shu l ossa meselmani always taking the lead🙌,,2025-09-01T12:15:54.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzEwODMxNDY1MzQwMDczMDU=,"وبكل عين وقحة منزلين الأسماء
لازم تتغير اسم هالجامعة. وخاصة فروع الحدث وبيروت لجامعة اللون الواحد 
عيب تتسمى الجامعة اللبنانية",,2025-09-02T06:18:28.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzE1MTYwNTI2MTY0ODMyNzQ=,حتى على الموت لا نخلو من الحسدِ,,2025-09-01T19:25:08.000Z,0
1168006615356164,Y29tbWVudDoxMTY4MDA2NjE1MzU2MTY0XzE3MzcyNTAwODY5MjcxMjY=,ماكو دكتوراة إدارة أعمال,,2025-08-28T14:52:58.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzE4Nzc5ODUwMTYxMTIyODk=,هل يوجد دكتوراة إدارة أعمال,,2025-08-25T08:33:50.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzEwNzAyNTc4NTgyMjQxNjk=,ان شاء الله خير,,2025-08-25T15:42:44.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzI3ODk5ODkzODEyMDMyMTQ=,أيمتى التسجيل للسنة الثالثة؟,,2025-09-01T08:50:31.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzIyMDI1OTk1MjM1NzkxNTM=,ان شاء الله خير,,2025-08-25T08:24:07.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzY0MjIxNzE3ODUwMTg4Mw==,يمان عبيد,,2025-08-25T14:40:10.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzE3MTg4MTE0NDU0NzA4OTY=,Maria Tayba,,2025-08-25T09:14:11.000Z,0
1165334115623414,Y29tbWVudDoxMTY1MzM0MTE1NjIzNDE0XzEwODQ4Nzk2MTcxMjMzMTM=,Ghinwa Fj,,2025-08-25T11:20:25.000Z,0
