post_id,published_at,text,likes,comments_count,shares_count,reactions,comments_list
DPR5lXDDTb3,2025-10-01 20:15:52,".
عظّم الله اجوركم
إحياء شهادة السيدة فاطمة الزهراء والسيدة فاطمة المعصومة عليهما السلام

#مضيف_الإمام_الرضا_عليه_السلام",235,0,0,{},[]
DJPUHRWi5QY,2025-05-04 17:14:02,"⁨	إلى ساكنِ طوس وسلطانِها 
الذي تتحسّسهُ الأرواح على بعد المسافات
وترنو إليه العيون الدامعة
وتصفو بين يديه القلوب الوالهة 
إلى الوليّ الضامن،
نهدي خُلاصة الحبّ والشوق:
""فاضمن عمري""

https://youtu.be/QcCs_p6kP6U?feature=shared

#فاضمن_عمري
#يا_علي_ابن_موسى_الرضا⁩",3654,54,0,{},"[{""id"": ""18120173662510932"", ""text"": ""ولا غلطة هذه القصيدة من كلمات ولحن وشعور وصوت ❤️‍🩹تاخذك لعالم ثاني تحس نفس كاعد بضريح الرضا 😔❤️‍🩹🥹🌧️السلام عليك يا انيس النفوس 💕❤️‍🩹"", ""ownerUsername"": ""huda_kashkool"", ""ownerProfilePicUrl"": ""https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/541959744_18110516371537722_5136050519301519699_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=RXw2Rtb2bKsQ7kNvwEoqpPC&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffP8RL4puBdMimi8M2RS3prZoomKHSt-o87feF7_eXMZA&oe=68FE99B5&_nc_sid=10d13b"", ""timestamp"": ""2025-10-16T11:18:34.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""16103673721"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/541959744_18110516371537722_5136050519301519699_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=RXw2Rtb2bKsQ7kNvwEoqpPC&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffP8RL4puBdMimi8M2RS3prZoomKHSt-o87feF7_eXMZA&oe=68FE99B5&_nc_sid=10d13b"", ""username"": ""huda_kashkool""}}, {""id"": ""18382528429135811"", ""text"": ""😭😭😭😭😭🤲🤲🇹🇷"", ""ownerUsername"": ""gulsennn7676"", ""ownerProfilePicUrl"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.2885-19/253864292_574470130509659_5572095514168449660_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=vAjwnQ0k-dwQ7kNvwGStuPG&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc_AD0WsrHzyFVgvoRVBoQ06pVSu7uzdOFoPv6py4cpcQ&oe=68FEAC8B&_nc_sid=10d13b"", ""timestamp"": ""2025-09-22T19:12:08.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""48120833680"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.2885-19/253864292_574470130509659_5572095514168449660_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=vAjwnQ0k-dwQ7kNvwGStuPG&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc_AD0WsrHzyFVgvoRVBoQ06pVSu7uzdOFoPv6py4cpcQ&oe=68FEAC8B&_nc_sid=10d13b"", ""username"": ""gulsennn7676""}}, {""id"": ""18096757105562755"", ""text"": ""❤️‍🩹"", ""ownerUsername"": ""fatimazaydan_"", ""ownerProfilePicUrl"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.2885-19/551701986_18423525427100383_8891252736865191862_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDc4LmMyIn0&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=c36mhGE4HhYQ7kNvwGonlcm&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeVLVR-pQ2pn5Y5xhanCQO-bpPkRTp808X0eOUciRci_g&oe=68FEA972&_nc_sid=10d13b"", ""timestamp"": ""2025-05-14T10:35:35.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""2916692382"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.2885-19/551701986_18423525427100383_8891252736865191862_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDc4LmMyIn0&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=c36mhGE4HhYQ7kNvwGonlcm&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeVLVR-pQ2pn5Y5xhanCQO-bpPkRTp808X0eOUciRci_g&oe=68FEA972&_nc_sid=10d13b"", ""username"": ""fatimazaydan_""}}, {""id"": ""18140730694399240"", ""text"": ""ابداع ❤️"", ""ownerUsername"": ""4lp6_"", ""ownerProfilePicUrl"": ""https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/449423696_488841647139988_3488351175635386986_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=LcOjSRla89oQ7kNvwE0Icuz&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcOxobq6U1p0XHzyxcppOZWTlUR694QWEAm56B2Heut4A&oe=68FE9F8A&_nc_sid=10d13b"", ""timestamp"": ""2025-05-11T10:56:49.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""13012753209"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/449423696_488841647139988_3488351175635386986_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=LcOjSRla89oQ7kNvwE0Icuz&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcOxobq6U1p0XHzyxcppOZWTlUR694QWEAm56B2Heut4A&oe=68FE9F8A&_nc_sid=10d13b"", ""username"": ""4lp6_""}}, {""id"": ""18076878463838757"", ""text"": ""تؤنس القلوب الوالهة إلى أنيس النفوس💙💙أحسنتم"", ""ownerUsername"": ""eman_74"", ""ownerProfilePicUrl"": ""https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/399081438_685912280388975_4740356695530248723_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=gMV6t4EIf7EQ7kNvwHInxBH&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdWI6SGjdlYV1P9aPtJsMhT772JcP8glGw2dYbQCCQINA&oe=68FEA2C9&_nc_sid=10d13b"", ""timestamp"": ""2025-05-09T14:41:20.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""23405690"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/399081438_685912280388975_4740356695530248723_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=gMV6t4EIf7EQ7kNvwHInxBH&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdWI6SGjdlYV1P9aPtJsMhT772JcP8glGw2dYbQCCQINA&oe=68FEA2C9&_nc_sid=10d13b"", ""username"": ""eman_74""}}, {""id"": ""18065108669020421"", ""text"": ""طاب لحب بانيس النفوس السلام على غريب طوس❤️متباركين بولادة لامام الرضا عليه السلام"", ""ownerUsername"": ""batuld1"", ""ownerProfilePicUrl"": ""https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/480608722_935105832103925_8816169064011804662_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MDAuYzIifQ&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=1su2edcHyJkQ7kNvwGkNLcP&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffKVKzobTyFo3rG9zEB3cdHPRKfkpG_v3Wdv6nDZ7s5wg&oe=68FEC14E&_nc_sid=10d13b"", ""timestamp"": ""2025-05-09T06:19:20.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""72397074285"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/480608722_935105832103925_8816169064011804662_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MDAuYzIifQ&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=1su2edcHyJkQ7kNvwGkNLcP&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffKVKzobTyFo3rG9zEB3cdHPRKfkpG_v3Wdv6nDZ7s5wg&oe=68FEC14E&_nc_sid=10d13b"", ""username"": ""batuld1""}}, {""id"": ""18053535011355212"", ""text"": ""طيب الله انفاسك"", ""ownerUsername"": ""zahraa.hussain.9003"", ""ownerProfilePicUrl"": ""https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/497942970_18308153311242078_6507982381738188057_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=9qb7xp08TWgQ7kNvwHJ-whm&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Affnu8_tMKyPGMUTdu435O0HOxFuIwUSz9ZzS1vfXo1DwQ&oe=68FEA9AF&_nc_sid=10d13b"", ""timestamp"": ""2025-05-07T18:49:41.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""7371730077"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/497942970_18308153311242078_6507982381738188057_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=9qb7xp08TWgQ7kNvwHJ-whm&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Affnu8_tMKyPGMUTdu435O0HOxFuIwUSz9ZzS1vfXo1DwQ&oe=68FEA9AF&_nc_sid=10d13b"", ""username"": ""zahraa.hussain.9003""}}, {""id"": ""18079222819783891"", ""text"": ""❤️"", ""ownerUsername"": ""mreanakhdera"", ""ownerProfilePicUrl"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.2885-19/505458246_17853288744466759_597634558023652951_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44NDguYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=qKcGql8o6EsQ7kNvwG6s0KV&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffDk8hHvYCVMMeGI4flZjvUNNHNHrA1fR1c5YSiEZPSWQ&oe=68FE9B74&_nc_sid=10d13b"", ""timestamp"": ""2025-05-06T14:02:34.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""74123834758"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.2885-19/505458246_17853288744466759_597634558023652951_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44NDguYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=qKcGql8o6EsQ7kNvwG6s0KV&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffDk8hHvYCVMMeGI4flZjvUNNHNHrA1fR1c5YSiEZPSWQ&oe=68FE9B74&_nc_sid=10d13b"", ""username"": ""mreanakhdera""}}, {""id"": ""18052922558214581"", ""text"": ""يا إمامي يا علي بن موسى الرضا ع💫"", ""ownerUsername"": ""zeinaldeenfatima"", ""ownerProfilePicUrl"": ""https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/568668068_17881637958406001_8609470079986805214_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=-_RCDZ31l9cQ7kNvwG3pyRZ&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afe0JkycytAmes_gaMPdHiELGUEyG5VKr9uwM2oS6LB8Aw&oe=68FEC024&_nc_sid=10d13b"", ""timestamp"": ""2025-05-06T12:10:47.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""72055806000"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/568668068_17881637958406001_8609470079986805214_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFR4KTKUdbB_9DsCTH4p7XntDnucnKqBj4I8HccnYQnIrIMHKBy2pOUO52r1UDHSMk&_nc_ohc=-_RCDZ31l9cQ7kNvwG3pyRZ&_nc_gid=QYew1n0wVFBYQKGSpf_fVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afe0JkycytAmes_gaMPdHiELGUEyG5VKr9uwM2oS6LB8Aw&oe=68FEC024&_nc_sid=10d13b"", ""username"": ""zeinaldeenfatima""}}, {""id"": ""17884823274162568"", ""text"": ""يا مولاي يا علي بن موسى الرضا بحق جوادك هبني الجواب 💔"", ""ownerUsername"": ""in_j.12"", ""ownerProfilePicUrl"": ""https://instagram.fisb29-1.fna.fbcdn.net/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fisb29-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QEoof1SO-yn4jUqMmW3QYTlTqf-21SqZcyShq_H3vPQcDkuSCwvY7uhdmLRQ4Iw3o0&_nc_ohc=D1i5U_sBt_gQ7kNvwHAEGTe&_nc_gid=GlPX0ioVhXN_DBSvhX_cYA&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfcAvF2DaObGJY3fDsTuySGY-WtGrdhttF1KzvJsQBsAVw&oe=68FEA928&_nc_sid=65462d"", ""timestamp"": ""2025-05-06T05:59:43.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""23818785610"", ""is_verified"": false, ""profile_pic_url"": ""https://instagram.fisb29-1.fna.fbcdn.net/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fisb29-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QEoof1SO-yn4jUqMmW3QYTlTqf-21SqZcyShq_H3vPQcDkuSCwvY7uhdmLRQ4Iw3o0&_nc_ohc=D1i5U_sBt_gQ7kNvwHAEGTe&_nc_gid=GlPX0ioVhXN_DBSvhX_cYA&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfcAvF2DaObGJY3fDsTuySGY-WtGrdhttF1KzvJsQBsAVw&oe=68FEA928&_nc_sid=65462d"", ""username"": ""in_j.12""}}]"
DP1hCdLjTSv,2025-10-15 16:14:03,".
المجلس الاسبوعي
السنوية الأولى لخادم الإمام الرضا السعيد علي رسلان

#حسينية_الإمام_الرضا_عليه_السلام",291,1,0,{},"[{""id"": ""18103818532624582"", ""text"": ""رحمه الله به عشاق ابي عبدالله"", ""ownerUsername"": ""ftouni_ali110"", ""ownerProfilePicUrl"": ""https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/541142670_17915452854174743_3954477123062186139_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEbo2IPi1eZTHsIGeaFgDrOrdRdzo1VYu7h4kJiDqjGIsGT-oJ5CAS5Wjllhw0_GUc&_nc_ohc=VhkO5qi7ke8Q7kNvwHXsGR_&_nc_gid=TWYGuzLpmnADSmqZ1T778A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aff6RFqF44oMNLSLcYoatv8JcEXn_m4xSC9dyHPEbj2vcw&oe=68FEAF0C&_nc_sid=10d13b"", ""timestamp"": ""2025-10-15T17:14:03.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""65109510742"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/541142670_17915452854174743_3954477123062186139_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEbo2IPi1eZTHsIGeaFgDrOrdRdzo1VYu7h4kJiDqjGIsGT-oJ5CAS5Wjllhw0_GUc&_nc_ohc=VhkO5qi7ke8Q7kNvwHXsGR_&_nc_gid=TWYGuzLpmnADSmqZ1T778A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aff6RFqF44oMNLSLcYoatv8JcEXn_m4xSC9dyHPEbj2vcw&oe=68FEAF0C&_nc_sid=10d13b"", ""username"": ""ftouni_ali110""}}]"
DP9ozRLDVUd,2025-10-18 19:55:48,".
جانب من مجلس السنوية الأولى للسعيد خادم الرضا علي بلال رسلان",283,1,0,{},"[{""id"": ""18131091895467947"", ""text"": ""❤️"", ""ownerUsername"": ""hisham_nasserdine"", ""ownerProfilePicUrl"": ""https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/523497403_18367656637197071_6218808408801109688_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHiEJ9A4wYWK6YaBp0GJty92DgV50OoAm0O-CjachPCJjGd66twBWVAhHtuGwzqusw&_nc_ohc=3BbM_igp1ZAQ7kNvwE2OX8j&_nc_gid=g4_OMtvwYPlMJ4vVgPLdBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcMxqhDwQcWEeXvSxDse8aqPnva10n2w9I0-T2fuL9qnA&oe=68FEC844&_nc_sid=10d13b"", ""timestamp"": ""2025-10-18T22:37:30.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""5884677070"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/523497403_18367656637197071_6218808408801109688_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHiEJ9A4wYWK6YaBp0GJty92DgV50OoAm0O-CjachPCJjGd66twBWVAhHtuGwzqusw&_nc_ohc=3BbM_igp1ZAQ7kNvwE2OX8j&_nc_gid=g4_OMtvwYPlMJ4vVgPLdBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcMxqhDwQcWEeXvSxDse8aqPnva10n2w9I0-T2fuL9qnA&oe=68FEC844&_nc_sid=10d13b"", ""username"": ""hisham_nasserdine""}}]"
DPPQZzHjWvo,2025-09-30 19:37:33,".
المجلس الاسبوعي
مجلس شهادة السيدة الزهراء ( الرواية الاولى)
وشهادة السيدة فاطمة المعصومة عليهما السلام",444,0,0,{},[]
