post_id,comment_id,text,author_name,created_time,likes_count
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzExNDU4Nzg2MDc0NzM5OTA=,"This is what I love: it may seem strange to some, but I can stare at the sky for hours, contemplating without ever getting bored; 🌙❤️‍🔥",,2025-09-30T21:40:09.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzIwMDY5NjYwNDY3ODEzNjc=,"Good shooting stars are hard to come by, but with the Orionid meteor shower, you might just catch one",,2025-10-02T02:40:32.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE5ODA1NDc1MzI3MzQyMjc=,So just radio silence on 3I-Atlas???🤔🤣,,2025-10-04T16:47:42.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3Xzc3MzkwMDIzNTQwOTg3Ng==,I've learned that our Sun is moving toward the black hole in the center of our galaxy.,,2025-10-05T21:34:45.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE4NTE5NTAzNzIzNzE4NTM=,Iv seen many many comets but nothing like the one i seen at 1:24am this mornings in almost possitive it hit earth north of bottoneau North Dakota.,,2025-10-02T16:42:27.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzY2NDgwNTc5OTYyMTc1Mw==,so where's Nasa when we need them on 3iatlas....show us the phots!!,,2025-10-04T20:40:11.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE0NTgyNDU3MjUyNTUxMTY=,"They took a picture of a black hole, but not 3i/atlas? What are they hiding?",,2025-10-05T22:38:41.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE4MzQzMDAwOTA1NDY3OTM=,"Nasa we need information about 3I ATLAS with The High Resolution Imaging Experiment (HiRISE) camera onboard NASA’s Mars Reconnaissance Orbiter (MRO) , The High-Resolution Stereo Camera (HRSC) as well as the OMEGA and SPectroscopy, The Colour and Stereo Surface Imaging System (CaSSis), The Imaging Ultraviolet Spectrograph (IUVS) onboard NASA’s MAVEN spacecraft. WE NEED THIS INFORMATIÓN PUBLIC!",,2025-10-04T13:34:30.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE0NjQ1MTM2ODgxMDU5NDM=,"To all the brave astronauts up there, I send you my heartfelt greetings from Earth. I’m hugging you in spirit and want you to know how proud I am of every step you take, every sacrifice you make, and every glance you cast toward our planet. You are an inspiration, a light, and proof that humanity can reach the stars. Thank you for representing all of us — with courage, knowledge, and curiosity. 💙",,2025-10-05T20:10:21.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE3NjMzODU3Mzc2OTI2MzA=,"El Alíen 👽 En Panamá 🇵🇦 No es Hostil, pero pienso que puede Acabar: la Vida Marítima 🌊 
Es una Bacteria 🦠 Marítima 🌊",,2025-10-05T11:41:57.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzExNzc2MTc2NTQyMTc1MDY=,"Just curious on how they picked, are they picked as scientists and then trained as pilots or the other way around? Like can a scientist apply with no pilot experience?",,2025-09-30T21:34:21.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzE1Njg0ODgwODQxMzY5NTA=,Those are the next movie stars to go to Hollywood and tell us they been to the moon lol,,2025-10-01T02:37:03.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4Xzc2ODgwMjA5NjAyODAyMw==,"Discussion Topic: can NASA help us get a Base on The Moon and a Base on Mars?!, yes we are serious!",,2025-10-04T04:22:57.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzIzMjE1MTQ5MTgyODAxNzI=,The next generation of heroes is in training!,,2025-10-01T07:28:07.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzcyOTQ5MTM4NjkyNDY1OA==,That will be all CG in all fig in every way has we can't get outside the firmament and we've never been to the Moon,,2025-09-30T21:32:55.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzEzNDEwNjU3OTEwNTU4ODE=,Amazing are we alone ? I've been waiting so long to know,,2025-10-04T22:50:54.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzY4OTU2MTEwMzU2NjQ4Mg==,This class will be walking on the moon and possibly mars. Good time to be an astronaut,,2025-10-03T00:48:01.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzgxMDIxNTAxMTcwNjA1OQ==,Why not try to use LIDAR on Mars to check if it has underground cave system and water that was forced from surfaces  underground by sandstorms and radiation? It makes so much easier to colonise Mars and build structures underground and overground.,,2025-10-02T13:20:27.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzE1NDA0MDQ3MzA0NTk5NzU=,Who invited the lumberjack?,,2025-10-02T23:04:07.000Z,0
1347620313400008,Y29tbWVudDoxMzQ3NjIwMzEzNDAwMDA4XzEyNTg1Mzc4NDI2OTUxNTQ=,Congratulations to all!  Be safe and help fulfill our curiosity.,,2025-10-01T02:28:11.000Z,0
1344096130419093,Y29tbWVudDoxMzQ0MDk2MTMwNDE5MDkzXzgwNzMyMDY0NTAwNzUzNQ==,"If I were stranded on a desert island, I'd take 'The Martian' – wonder what the astronauts would choose? 🤔",,2025-09-26T15:38:47.000Z,0
1344096130419093,Y29tbWVudDoxMzQ0MDk2MTMwNDE5MDkzXzYxMzgxNDI1MTY4NTg1Ng==,Their next chapter: the stars,,2025-09-26T16:30:25.000Z,0
1344096130419093,Y29tbWVudDoxMzQ0MDk2MTMwNDE5MDkzXzE0Njc1ODM5NDc4Mzk5MDY=,"That’s such a fun twist! 🚀 I’m curious did any of them pick something space themed, or did they go for survival guides? I think I’d bring a book that keeps my mind exploring when the world around me is quiet",,2025-09-28T16:58:25.000Z,0
1344096130419093,Y29tbWVudDoxMzQ0MDk2MTMwNDE5MDkzXzEzMjE2MzMxMzI5NzUwMjY=,These future explorers are inspiring! I love how NASA continues to push boundaries and bring us closer to the stars. 💖,,2025-09-26T20:56:28.000Z,0
1344096130419093,Y29tbWVudDoxMzQ0MDk2MTMwNDE5MDkzXzE2ODY5MDk1MDUzMTMyNzY=,Some one use yours space program to hit my brain......can I know the ip address?  It's over so many times here.....,,2025-09-27T12:44:27.000Z,0
